missing_rate_target,chunk_index,day_index,file_name,mask_path,missing_dataset_path,eligible_count,missing_count,observed_chunk_missing_rate,mask_scope,mechanism,seed,missing_unit,mask_uses_row_index,drops_entire_time_slot,drops_all_nodes_at_same_time,creates_temporal_blocks,forces_non_contiguous_missing,missingness_type
0.05,51,51,node_flow_chunk_051.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_051_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_051.parquet,4034976,202457,0.05017551529426693,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,52,52,node_flow_chunk_052.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_052_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_052.parquet,4034976,201550,0.049950730809799115,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,53,53,node_flow_chunk_053.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_053_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_053.parquet,4034976,201638,0.04997254010928442,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,54,54,node_flow_chunk_054.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_054_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_054.parquet,4034976,201093,0.049837471152244774,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,55,55,node_flow_chunk_055.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_055_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_055.parquet,4034976,201486,0.049934869501082536,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,56,56,node_flow_chunk_056.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_056_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_056.parquet,4034976,201983,0.05005804247658474,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,57,57,node_flow_chunk_057.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_057_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_057.parquet,4034976,200977,0.04980872253019596,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,58,58,node_flow_chunk_058.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_058_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_058.parquet,4034976,202219,0.05011653105247714,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,59,59,node_flow_chunk_059.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_059_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_059.parquet,4034976,202824,0.05026646998643858,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.05,60,60,node_flow_chunk_060.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_060_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p05__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_060.parquet,4034976,201905,0.05003871150658641,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,0,0,node_flow_chunk_000.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_000_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_000.parquet,4034976,402695,0.0998010892753761,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,1,1,node_flow_chunk_001.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_001_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_001.parquet,4034976,403545,0.10001174728176822,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,2,2,node_flow_chunk_002.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_002_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_002.parquet,4034976,403257,0.0999403713925436,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,3,3,node_flow_chunk_003.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_003_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_003.parquet,4034976,403916,0.10010369330573465,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,4,4,node_flow_chunk_004.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_004_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_004.parquet,4034976,403749,0.10006230520330232,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,5,5,node_flow_chunk_005.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_005_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_005.parquet,4034976,403768,0.10006701402932756,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,6,6,node_flow_chunk_006.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_006_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_006.parquet,4034976,403540,0.10001050811702474,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,7,7,node_flow_chunk_007.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_007_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_007.parquet,4034976,403377,0.0999701113463872,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,8,8,node_flow_chunk_008.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_008_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_008.parquet,4034976,403367,0.09996763301690022,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,9,9,node_flow_chunk_009.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_009_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_009.parquet,4034976,403003,0.09987742182357466,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,10,10,node_flow_chunk_010.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_010_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_010.parquet,4034976,402768,0.09981918108063097,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,11,11,node_flow_chunk_011.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_011_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_011.parquet,4034976,404005,0.10012575043816865,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,12,12,node_flow_chunk_012.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_012_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_012.parquet,4034976,404754,0.1003113773167424,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,13,13,node_flow_chunk_013.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_013_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_013.parquet,4034976,403827,0.10008163617330065,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,14,14,node_flow_chunk_014.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_014_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_014.parquet,4034976,404098,0.10014879890239743,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,15,15,node_flow_chunk_015.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_015_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_015.parquet,4034976,403162,0.09991682726241742,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,16,16,node_flow_chunk_016.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_016_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_016.parquet,4034976,402751,0.09981496792050312,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,17,17,node_flow_chunk_017.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_017_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_017.parquet,4034976,403480,0.09999563814010294,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,18,18,node_flow_chunk_018.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_018_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_018.parquet,4034976,403904,0.10010071931035029,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,19,19,node_flow_chunk_019.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_019_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_019.parquet,4034976,403669,0.1000424785674066,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,20,20,node_flow_chunk_020.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_020_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_020.parquet,4034976,403299,0.09995078037638885,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,21,21,node_flow_chunk_021.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_021_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_021.parquet,4034976,403242,0.09993665389831315,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,22,22,node_flow_chunk_022.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_022_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_022.parquet,4034976,403696,0.10004917005702141,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,23,23,node_flow_chunk_023.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_023_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_023.parquet,4034976,403546,0.10001199511471691,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,24,24,node_flow_chunk_024.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_024_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_024.parquet,4034976,403542,0.10001100378292213,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,25,25,node_flow_chunk_025.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_025_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_025.parquet,4034976,403730,0.10005759637727708,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,26,26,node_flow_chunk_026.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_026_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_026.parquet,4034976,403064,0.09989253963344516,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,27,27,node_flow_chunk_027.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_027_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_027.parquet,4034976,404235,0.10018275201636886,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,28,28,node_flow_chunk_028.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_028_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_028.parquet,4034976,403687,0.10004693956048313,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,29,29,node_flow_chunk_029.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_029_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_029.parquet,4034976,403293,0.09994929337869668,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,30,30,node_flow_chunk_030.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_030_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_030.parquet,4034976,403982,0.10012005028034864,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,31,31,node_flow_chunk_031.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_031_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_031.parquet,4034976,404067,0.10014111608098784,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,32,32,node_flow_chunk_032.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_032_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_032.parquet,4034976,403809,0.10007717518022412,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,33,33,node_flow_chunk_033.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_033_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_033.parquet,4034976,404040,0.10013442459137303,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,34,34,node_flow_chunk_034.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_034_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_034.parquet,4034976,403633,0.10003355658125351,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,35,35,node_flow_chunk_035.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_035_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_035.parquet,4034976,404613,0.10027643287097618,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,36,36,node_flow_chunk_036.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_036_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_036.parquet,4034976,404004,0.10012550260521996,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,37,37,node_flow_chunk_037.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_037_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_037.parquet,4034976,403794,0.10007345768599367,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,38,38,node_flow_chunk_038.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_038_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_038.parquet,4034976,403482,0.09999613380600034,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,39,39,node_flow_chunk_039.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_039_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_039.parquet,4034976,402613,0.09978076697358298,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,40,40,node_flow_chunk_040.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_040_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_040.parquet,4034976,403570,0.10001794310548563,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,41,41,node_flow_chunk_041.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_041_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_041.parquet,4034976,403331,0.09995871103074715,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
