seed,num_clients,graph_type,method,client_id,mse,rmse,mae
2025,5,fixed_adjacency,GCN-FedAvg,4,356.7710876464844,18.888384993071387,14.482087135314941
2025,5,fixed_adjacency,GCN-Proposed,0,5.171792984008789,2.274157642734731,1.835054874420166
2025,5,fixed_adjacency,GCN-Proposed,1,21.751779556274414,4.663880311100877,3.569432497024536
2025,5,fixed_adjacency,GCN-Proposed,2,98.31047821044922,9.915164053632658,7.523427486419678
2025,5,fixed_adjacency,GCN-Proposed,3,21.682092666625977,4.656403404627436,3.4736781120300293
2025,5,fixed_adjacency,GCN-Proposed,4,346.437744140625,18.612838153828797,14.290352821350098
42,8,fixed_adjacency,Independent,0,6.453258514404297,2.5403264582341176,2.061394453048706
42,8,fixed_adjacency,Independent,1,33.91217803955078,5.823416354645337,4.686214923858643
42,8,fixed_adjacency,Independent,2,137.21038818359375,11.713683800734668,10.200761795043945
42,8,fixed_adjacency,Independent,3,20.24811363220215,4.499790398696605,3.4818930625915527
42,8,fixed_adjacency,Independent,4,107.44078826904297,10.365364840131917,7.235861301422119
42,8,fixed_adjacency,Independent,5,9.040825843811035,3.0067966083210607,2.5042426586151123
42,8,fixed_adjacency,Independent,6,35.22554397583008,5.935111117395366,4.393251895904541
42,8,fixed_adjacency,Independent,7,124.93744659423828,11.177542064078233,9.475298881530762
42,8,fixed_adjacency,GCN-FedAvg,0,6.601835250854492,2.5694036761191286,2.0402657985687256
42,8,fixed_adjacency,GCN-FedAvg,1,20.251911163330078,4.500212346471006,3.673358917236328
42,8,fixed_adjacency,GCN-FedAvg,2,86.886474609375,9.32129146681805,7.626388072967529
42,8,fixed_adjacency,GCN-FedAvg,3,15.247370719909668,3.904788178622455,3.054924964904785
42,8,fixed_adjacency,GCN-FedAvg,4,132.59750366210938,11.515098942784181,8.423408508300781
42,8,fixed_adjacency,GCN-FedAvg,5,7.38500452041626,2.7175364800525235,2.2834434509277344
42,8,fixed_adjacency,GCN-FedAvg,6,30.91539192199707,5.5601611417293535,3.7015562057495117
42,8,fixed_adjacency,GCN-FedAvg,7,92.44895935058594,9.615038187682144,7.545483112335205
42,8,fixed_adjacency,GCN-Proposed,0,6.642392635345459,2.577283964825269,2.0421934127807617
42,8,fixed_adjacency,GCN-Proposed,1,20.34119987487793,4.510121935699514,3.6850314140319824
42,8,fixed_adjacency,GCN-Proposed,2,87.06825256347656,9.331037057234129,7.630649566650391
42,8,fixed_adjacency,GCN-Proposed,3,15.100454330444336,3.885930304372987,3.038470506668091
42,8,fixed_adjacency,GCN-Proposed,4,128.69334411621094,11.344308886671367,8.254961013793945
42,8,fixed_adjacency,GCN-Proposed,5,7.4276933670043945,2.725379490457135,2.293675661087036
42,8,fixed_adjacency,GCN-Proposed,6,30.87525749206543,5.556550862906361,3.704028606414795
42,8,fixed_adjacency,GCN-Proposed,7,92.40837860107422,9.612927681048799,7.556102275848389
2024,8,fixed_adjacency,Independent,0,5.85341215133667,2.4193825971385077,1.9071683883666992
2024,8,fixed_adjacency,Independent,1,62.31542205810547,7.894011784771129,6.505449295043945
2024,8,fixed_adjacency,Independent,2,91.7583999633789,9.579060494817794,7.933836936950684
2024,8,fixed_adjacency,Independent,3,30.011981964111328,5.478319264529161,4.319070339202881
2024,8,fixed_adjacency,Independent,4,133.1633758544922,11.539643662370697,8.81787395477295
2024,8,fixed_adjacency,Independent,5,7.861747741699219,2.8038808358593306,2.2932653427124023
2024,8,fixed_adjacency,Independent,6,25.719335556030273,5.071423425038603,3.9082934856414795
2024,8,fixed_adjacency,Independent,7,135.30612182617188,11.632115965127406,10.333720207214355
2024,8,fixed_adjacency,GCN-FedAvg,0,8.280191421508789,2.8775321755818455,2.3049232959747314
