file_name,file_path,rows_used,mechanism,missing_rate,seed,impute_method,target_col,time_col,node_col,masked_count,actual_missing_rate,imputation_mae,imputation_rmse,imputation_mape,output_path
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,2024,linear_interpolation,路口车流量,时间段,节点ID,25,0.05,897.1571301269531,1242.7634147002327,46.27708344006096,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,3407,zero_fill,路口车流量,时间段,节点ID,25,0.05,2083.137473144531,2439.9897051117114,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,3407,forward_fill,路口车流量,时间段,节点ID,25,0.05,1004.4571655273437,1329.7794472402431,37.75380740376446,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,3407,linear_interpolation,路口车流量,时间段,节点ID,25,0.05,1333.532890625,1792.374343786459,70.68032832132873,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,1234,zero_fill,路口车流量,时间段,节点ID,25,0.05,2003.670302734375,2174.3756027123122,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,1234,forward_fill,路口车流量,时间段,节点ID,25,0.05,668.23712890625,905.7917013737224,31.869612616548697,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,1234,linear_interpolation,路口车流量,时间段,节点ID,25,0.05,928.1138745117188,1203.0503431009827,50.084498518933394,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,5678,zero_fill,路口车流量,时间段,节点ID,25,0.05,2147.1132397460938,2468.0510489245385,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,5678,forward_fill,路口车流量,时间段,节点ID,25,0.05,753.9514282226562,1299.9028792353786,28.141591271896495,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.05,5678,linear_interpolation,路口车流量,时间段,节点ID,25,0.05,1065.2501000976563,1519.5738522916974,56.428612353150776,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,42,zero_fill,路口车流量,时间段,节点ID,50,0.1,2115.086373901367,2369.4222671982297,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,42,forward_fill,路口车流量,时间段,节点ID,50,0.1,852.8924298095703,1151.9575504486916,41.91783440643305,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,42,linear_interpolation,路口车流量,时间段,节点ID,50,0.1,1076.8312049674987,1363.2149603698797,66.35157958349997,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,2024,zero_fill,路口车流量,时间段,节点ID,50,0.1,2073.7072454833983,2303.613654806822,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,2024,forward_fill,路口车流量,时间段,节点ID,50,0.1,815.960044555664,1076.4699813422292,38.836898392647896,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,2024,linear_interpolation,路口车流量,时间段,节点ID,50,0.1,1045.3727825927735,1429.5530672942243,65.10746864430108,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,3407,zero_fill,路口车流量,时间段,节点ID,50,0.1,2150.125107421875,2401.709828247767,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,3407,forward_fill,路口车流量,时间段,节点ID,50,0.1,795.8775244140625,1164.6883527238954,33.20771256410759,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,3407,linear_interpolation,路口车流量,时间段,节点ID,50,0.1,889.4905871582031,1140.3240423058755,44.084794944687246,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,1234,zero_fill,路口车流量,时间段,节点ID,50,0.1,2114.841658935547,2361.9677847467806,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,1234,forward_fill,路口车流量,时间段,节点ID,50,0.1,821.3306750488281,1136.9080851321758,30.20351895174623,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,1234,linear_interpolation,路口车流量,时间段,节点ID,50,0.1,1122.9611853027343,1534.814685596463,55.205602775710815,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,5678,zero_fill,路口车流量,时间段,节点ID,50,0.1,2162.309192371368,2418.1199684484623,100.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.1,5678,forward_fill,路口车流量,时间段,节点ID,50,0.1,933.7841132926941,1201.4672866962378,301.0413105664526,
