seed,feature_set,method,client_id,mse,rmse,mae,mape
2024,full,FedAvg,4,201.16200256347656,14.183159117893185,10.663118362426758,135.2763056755066
2024,full,Proposed,0,15.581254005432129,3.9473097174445444,3.281635046005249,4.091890901327133
2024,full,Proposed,1,40.10894012451172,6.3331619373352295,4.898628234863281,8.041106164455414
2024,full,Proposed,2,95.58001708984375,9.77650331610662,7.928551197052002,8.697080612182617
2024,full,Proposed,3,30.617387771606445,5.533298091699601,4.431221008300781,5.596567317843437
2024,full,Proposed,4,196.76473999023438,14.02728555317223,10.484306335449219,136.78815364837646
2025,full,FedAvg,0,26.25859260559082,5.124313866810933,4.479637622833252,5.948995798826218
2025,full,FedAvg,1,41.1926383972168,6.41814914108552,5.358776092529297,8.671294897794724
2025,full,FedAvg,2,117.45350646972656,10.837596895517315,9.155988693237305,10.091998428106308
2025,full,FedAvg,3,45.6893196105957,6.759387517415739,5.4982428550720215,7.992503046989441
2025,full,FedAvg,4,561.3876342773438,23.69362011760431,20.804719924926758,905.7313919067383
2025,full,Proposed,0,22.045663833618164,4.695281017534325,4.08310604095459,5.418644845485687
2025,full,Proposed,1,36.175296783447266,6.014590325487453,4.9888997077941895,8.048737049102783
2025,full,Proposed,2,113.28633117675781,10.643605177605838,8.922257423400879,9.787368774414062
2025,full,Proposed,3,42.339561462402344,6.506885696122404,5.23839807510376,7.598324120044708
2025,full,Proposed,4,516.911865234375,22.735695837919167,20.041276931762695,847.7972030639648
